reviewTitle,reviewBody,final_sentiment,cluster,aspects
$150 down the drain.,It works well for what it is however I got one and a half uses over fall and spring out of it before the axel failed. All of the torsional strength come down to the threads on either end of this adjuster rod. If that nut loosens at all the the threads cannot support the stress. It’s a custom part and not replaceable from what I can find. Poor design relying on a $.03 part. $150 down the drain.,positive,0,"['works', 'works', 'uses', 'spring', 'support', 'support', '’s', 'design', 'down']"
You want to know if it really works or not.  And it does.,"For my Diabetic , it helps me.  Don",positive,0,[]
Beautiful!!!!,"Okay, so I bought 2 of these. The black and the deep blue.  I am 5'6"" and all legs with a short torso. My 6' hubby and I have the same length legs. My waist is about a 40"". I usually wear XL or an XXL if I want it a lil roomier. So, I bought the PLUS on both of them. The dark blue was perfect, but the black was tighter in the waist. Its fine if you dont have tummy issues. But if you do, it will be too tight on your tummy. You must be very careful washing these because they both bleed..even in cold water. And you DO NOT want to dry. These will shrink...a lot!  So all in all, they are spectacular looking...with lots of detail. The black have small beeds on it...making it VERY eye catching. Both have lace on the bottom. Very swishy and feminine. The blue kinda looks like jean material, but isnt. Deninitely worth the buy!!",positive,0,"['want', 'blue', 'was', 'fine', 'have', 'be', 'water', 'looking', 'looks', 'worth']"
Great gaming chair!,Feels like a throne,negative,1,['Feels']
Soonsun gopro 8 Battery Door Fits perfect,"This 3rd party replacement door fits better than the original Gopro door. Plus it has a slot for the USB-C cable. I never use mine around water, so I don't need it waterproof and if I did, just pop the original door back on. Fits nice and even and level to the gopro case body.",positive,0,"['fits', 'Fits']"
Good Value,I was looking for an air cooler for my office and this one was perfect. I actually kept it for my bed stand and exchange the old one for my office due that this one is better. It keeps me cooler than the old one and let me sleep all night because it doesn't make noise. It is worth the money.,positive,0,"['was', 'is', 'keeps', 'make', 'is']"
Un-lasting Beauty,"Beautiful at first, faded very fast (within a month) and looks very worn. Not worth the money spent on it????",neutral,2,"['faded', 'faded', 'looks', 'worth']"
Disappointed,"These are not flat on the bottom, and they are only 6mm in the center. Not what i was expecting. Im thinking these are going to be too thin. You can see on the ruler that they are 3.74 long and the caliper shows the 6mm thickness. Will look for a better product",negative,1,['product']
Nice and colorful,These look amazing over my windows and the colors are perfect... the only thing I would like more is for the fabric to be thicker.,positive,0,"['look', 'are', 'thing']"
good solid workmanship,"LOOKS GOOD ON MY WALL, EASY TO READ",positive,0,"['LOOKS', 'LOOKS']"
Handsomely attractive bracelets for men,"Great bracelet! Very well built, has very nice fit and finish. These make great gifts, I treated myself to two different variations.",positive,0,"['bracelet', 'built', 'fit', 'gifts']"
Good for Walking,"I wear orthotics and got a size larger and wider. I’m glad for that. The shoes are a bit stiff and not for running. I’m an avid walker and do 5 miles per day , rain, shine, snow or heat. These fit well and comfortably right out of the box.  In snow they had a fairly good grip. Nothing works on ice. They’re probably not waterproof but my toes don’t get wet in an inch or 2 of snow like in my old shoes. Support is excellent, probably why they feel stiff. But will probably loosen up over time.  My othodics provide arch support so I can’t rate these on that issue. These are trail shoes as they claim and not running shoes. Good enough.",positive,0,"['’m', 'are', 'walker', 'rain', 'fit', 'well', 'out', 'good', 'grip', 'works', 'get', 'is', 'is', 'feel', 'provide', 'on', 'Good', 'Good']"
the 1 star is only to be able to post a warning,"For beginners, the box was torn completely apart. I immediately tossed the ""cheese"" in the garbage. I managed to gnaw my way through 2 sticks of stale pepperoni.",positive,0,"['in', 'pepperoni']"
Great ear buds!,"They are very easy to use once you get the hang of it. It took me a while to adjust them in my ears, but other than that, no problems and I like them!",negative,1,"['are', 'get', 'took', 'problems']"
excellent for oil painting,"This is an excellent brush for oil painting, easy to make different brush strokes, easy to clean and it is very durable. I wll buy again in different size.",positive,0,"['brush', 'brush', 'brush', 'easy', 'is']"
Sexy,I bought this for my night birthday outfit and I’m glad I read all the reviews I’m slim thick I was so scared but I purchased a xl I have wide hips big thighs and it fits perfectly fine !!!! I love the color,positive,0,"['’m', 'was', 'fine', 'fits', 'love']"
This is best brand,Works great!,positive,0,"['Works', 'Works']"
High recommended!,Love love the product and it works like magic! Highly recommended for those who has deep skin scars on your face this product is very good ! Thank you seller fast and good packaging!,positive,0,"['love', 'love', 'love', 'works', 'like', 'is', 'has', 'is', 'Thank', 'packaging', 'fast']"
Good cover,I watched the video on how to attach the screen protector. It helped make it easier. I liked how the cover had a design on it that showed how to line up the phone before you took it off.,positive,0,"['make', 'liked']"
So beautiful and soft,Both my girls loved this rug as soon as they saw it! One of them will hardly keep it on the floor because she’d rather wrap up in it. Colors are great and it’s super soft.,negative,1,"['loved', 'are', 'soft', '’s']"
Good Product Good Value,I bought to scan my '17 Chevrolet Cruise it does what is says,negative,1,[]
Exceeded Expectations,We are very happy with how this turned out. We gave formatting liberty to the seller and they did a great job. Would definitely recommend.,positive,0,"['are', 'gave', 'job', 'recommend']"
Food tongs,Excellent product and service,positive,0,['product']
Good quality but too thick.,Too thick.,negative,1,[]
Works great,Great light!,positive,0,['light']
Cat likes it,My cat is a finicky water drinker which led to a lot of dehydration problems. He seems to have taken to this water fountain tho!,neutral,2,"['drinker', 'drinker', 'of']"
Too small,They were way too small for a medium,negative,1,[]
Love!!,Soft and cuddly. Its my son's new favorite blanket!,positive,0,"['Soft', 'blanket']"
Parts Missing/Broken,The charger was missing and some wires were broken.  I emailed the company with no answer so far (less than 24 hours).,positive,0,"['missing', 'missing']"
Quality of product!!,Met all my expectations. Would buy again from this seller!!,positive,0,[]
Cute and comfortable,"Love the variety in the package. Packaging is first-class, too.",positive,0,"['Love', 'Love']"
"Good product, saves you money on chip clips!","I really like this product and it will save me money since I don’t need chip clips anymore. It may take a few tries to get it right, but it’s very useful!",negative,1,"['like', 'get', '’s']"
Stop charging after 3 uses.,I only used it a couple of times and it stop charging,positive,0,[]
Nice skirt,Fits great and is very cute and flattering,positive,0,"['Fits', 'is', 'cute']"
A very good product!,It worked as advertised. Maca by Naturalize Labs increase my stamina and my libido. My wife loves it also.,positive,0,"['worked', 'loves']"
Read all instructions in the booklet!,What a great system! So easy and the instructions are very helpful for first timers!!,positive,0,"['system', 'easy', 'are']"
I recommend,"I’m in love with this product, I loved the color it work really well. Im very recommend this product",positive,0,"['in', 'loved', 'color', 'work', 'm']"
Just the right ones for my battery,The cables fit perfect,positive,0,['fit']
Great product,"It actually looks better than the picture shows, quality is great, light weights and easy to use. Maybe try to make it in different colors?",neutral,2,"['looks', 'weights', 'weights']"
I wouldn't recommend this to anyone.. very cheaply made,Wasn't a good product at all. It kept tearing apart,positive,0,['product']
Daughter is loving her Green Screen,We used it to hang up the green screen and now my daughter is taking photos for my company and doing a great job for a 8 y/o,positive,0,"['used', 'job']"
