reviewTitle,title_result,reviewBody,body_result,aspects
Perfect,"[{'overall_score': 'positive', 'aspects': ['perfect'], 'sentiments': [{'word': 'perfect', 'sentiment': 'positive'}]}]",These are the best brushes for chalk paint!,"[{'overall_score': 'positive', 'aspects': ['brushes', 'chalk', 'paint'], 'sentiments': [{'word': 'best', 'sentiment': 'positive'}]}]","['perfect', 'brushes', 'chalk', 'paint']"
Its the best mini aquarium pump on the market,"[{'overall_score': 'positive', 'aspects': ['mini', 'aquarium', 'pump', 'market'], 'sentiments': [{'word': 'best', 'sentiment': 'positive'}]}]",This lil pump rocks! Its very quiet and does an excellent job �,"[{'overall_score': 'positive', 'aspects': ['pump', 'rocks', 'job', '�'], 'sentiments': [{'word': 'quiet', 'sentiment': 'positive'}, {'word': 'excellent', 'sentiment': 'positive'}]}]","['mini', 'aquarium', 'pump', 'market', 'pump', 'rocks', 'job', '�']"
Great Scrub Pants,"[{'overall_score': 'positive', 'aspects': ['scrub', 'pants'], 'sentiments': [{'word': 'great', 'sentiment': 'positive'}]}]","Great scrub pants. I’m an ER RN. The scrubs get a good work out for many shifts during their lifetime. ( last about 2 years)..1 wash a week. They fit really well, there’s plenty of room in them, and they’re very colorfast in the wash. They have cargo pockets on each leg, regular front pockets, and a pocket on the back for your wallet with a button on it. I love the design. It’s the only one I will buy now. Would buy them again. Thank you.","[{'overall_score': 'positive', 'aspects': ['pants', '’', 'rn', 'work', 'shifts', 'lifetime', 'years', 'wash', 'week', '’', 'plenty', 'room', 'wash.', 'pockets', 'leg', 'pockets', 'pocket', 'back', 'wallet', 'button', 'design', 'one', 'i', 'thank'], 'sentiments': [{'word': 'great', 'sentiment': 'positive'}, {'word': 'good', 'sentiment': 'positive'}, {'word': 'work', 'sentiment': 'positive'}, {'word': 'well', 'sentiment': 'positive'}, {'word': 'love', 'sentiment': 'positive'}, {'word': 'thank', 'sentiment': 'positive'}]}]","['scrub', 'pants', 'pants', '’', 'rn', 'work', 'shifts', 'lifetime', 'years', 'wash', 'week', '’', 'plenty', 'room', 'wash.', 'pockets', 'leg', 'pockets', 'pocket', 'back', 'wallet', 'button', 'design', 'one', 'i', 'thank']"
Value,"[{'overall_score': 'positive', 'aspects': ['value'], 'sentiments': []}]",Good fit and great value.,"[{'overall_score': 'positive', 'aspects': ['fit', 'value'], 'sentiments': [{'word': 'good', 'sentiment': 'positive'}, {'word': 'great', 'sentiment': 'positive'}]}]","['value', 'fit', 'value']"
Don’t buy,"[{'overall_score': 'negative', 'aspects': ['don', '’', 't'], 'sentiments': []}]",There is no grey tint looks white,"[{'overall_score': 'positive', 'aspects': ['tint'], 'sentiments': []}]","['don', '’', 't', 'tint']"
Works and tested as 2.4 Gbps,"[{'overall_score': 'positive', 'aspects': ['works', 'gbps'], 'sentiments': [{'word': 'works', 'sentiment': 'positive'}]}]","Didn't see the specs anywhere on the product page (said something about 1.3 mbps..?) , but it was cheaper than other cables and the reviews said it just works, so I took the risk. The bag it came in said it was USB 3.2 gen 1 and the Oculus desktop app test results said 2.4 gbps so I'm happy.","[{'overall_score': 'positive', 'aspects': ['specs', 'product', 'page', 'something', 'mbps', '..', 'cables', 'reviews', 'risk', 'bag', 'gen', 'desktop', 'app', 'test', 'results', 'gbps'], 'sentiments': [{'word': 'cheaper', 'sentiment': 'positive'}, {'word': 'works', 'sentiment': 'positive'}, {'word': 'risk', 'sentiment': 'negative'}, {'word': 'happy', 'sentiment': 'positive'}]}]","['works', 'gbps', 'specs', 'product', 'page', 'something', 'mbps', '..', 'cables', 'reviews', 'risk', 'bag', 'gen', 'desktop', 'app', 'test', 'results', 'gbps']"
Impressive can and you don’t have to worry about The lid smacking into your counter,"[{'overall_score': 'positive', 'aspects': ['t', 'smacking', 'counter'], 'sentiments': [{'word': 'impressive', 'sentiment': 'positive'}, {'word': 'worry', 'sentiment': 'negative'}]}]","Impressive can, and you don’t have to worry about the lid smacking into your countertop as our old one did, the only downside to this can is that it is a little bit short for me, as I am a 6 foot tall person and when I reach down full extension of my arm I still have to bend down another four or 5 inches to trigger the Cans sensor and I do have a pretty long arms, so if they can was four or 5 inches taller I think it would be a little bit of an improvement. Not a fault of the can just for me it would be ideal if it was a few inches taller maybe a slightly higher base or something?","[{'overall_score': 'negative', 'aspects': ['t', 'smacking', 'countertop', 'downside', 'bit', 'i', 'foot', 'person', 'i', 'extension', 'arm', 'i', 'inches', 'cans', 'arms', 'inches', 'bit', 'improvement', 'fault', 'inches', 'base', 'something'], 'sentiments': [{'word': 'impressive', 'sentiment': 'positive'}, {'word': 'worry', 'sentiment': 'negative'}, {'word': 'downside', 'sentiment': 'negative'}, {'word': 'pretty', 'sentiment': 'positive'}, {'word': 'improvement', 'sentiment': 'positive'}, {'word': 'fault', 'sentiment': 'negative'}, {'word': 'ideal', 'sentiment': 'positive'}]}]","['t', 'smacking', 'counter', 't', 'smacking', 'countertop', 'downside', 'bit', 'i', 'foot', 'person', 'i', 'extension', 'arm', 'i', 'inches', 'cans', 'arms', 'inches', 'bit', 'improvement', 'fault', 'inches', 'base', 'something']"
Me encantó,"[{'overall_score': 'positive', 'aspects': [], 'sentiments': []}]",Me dejo el cabello con su primera lavada súper bien y con más cabello me siento.,"[{'overall_score': 'positive', 'aspects': ['cabello', 'con', 'su', 'primera', 'bien', 'y', 'con', 'más'], 'sentiments': []}]","['cabello', 'con', 'su', 'primera', 'bien', 'y', 'con', 'más']"
Universal remote control,"[{'overall_score': 'neutral', 'aspects': ['control'], 'sentiments': []}]",Very helpful,"[{'overall_score': 'positive', 'aspects': [], 'sentiments': [{'word': 'helpful', 'sentiment': 'positive'}]}]",['control']
Theres better out there,"[{'overall_score': 'positive', 'aspects': ['theres'], 'sentiments': [{'word': 'better', 'sentiment': 'positive'}]}]",Dosen't hold the paper as well as other I've had,"[{'overall_score': 'negative', 'aspects': ['paper', 'i'], 'sentiments': [{'word': 'well', 'sentiment': 'positive'}]}]","['theres', 'paper', 'i']"
I want more! One in each color!,"[{'overall_score': 'positive', 'aspects': ['i', 'color'], 'sentiments': []}]",Well made. Great design. Fit just right.,"[{'overall_score': 'positive', 'aspects': ['design', 'fit'], 'sentiments': [{'word': 'well', 'sentiment': 'positive'}, {'word': 'great', 'sentiment': 'positive'}, {'word': 'right', 'sentiment': 'positive'}]}]","['i', 'color', 'design', 'fit']"
Good  warmth & bright headlight feature,"[{'overall_score': 'positive', 'aspects': ['warmth', 'headlight', 'feature'], 'sentiments': [{'word': 'good', 'sentiment': 'positive'}, {'word': 'warmth', 'sentiment': 'positive'}, {'word': 'bright', 'sentiment': 'positive'}]}]","Gave to my brother for a birthday gift and he loves it!  In addition to keeping his head thus his body warm, he really likes the headlight feature.  It's a really bright light since most of his walking is done during the evening hrs.","[{'overall_score': 'positive', 'aspects': ['brother', 'gift', 'addition', 'head', 'body', 'warm', 'feature', 'light', 'walking', 'evening', 'hrs'], 'sentiments': [{'word': 'loves', 'sentiment': 'positive'}, {'word': 'warm', 'sentiment': 'positive'}, {'word': 'likes', 'sentiment': 'positive'}, {'word': 'bright', 'sentiment': 'positive'}]}]","['warmth', 'headlight', 'feature', 'brother', 'gift', 'addition', 'head', 'body', 'warm', 'feature', 'light', 'walking', 'evening', 'hrs']"
Made in China,"[{'overall_score': 'negative', 'aspects': ['china'], 'sentiments': []}]",A nice card attached to the $350 Woodstock Chime telling the story of how a poor musician got started making chimes. Today the tag reads “ Made in China”. Apparently he’s made so much money he couldn’t care less about making chimes anymore and offshores them to China. Sad!!!,"[{'overall_score': 'negative', 'aspects': ['card', 'woodstock', 'chime', 'story', 'got', 'chimes', 'today', 'tag', '”', 's', 'money', 't', 'care', 'chimes'], 'sentiments': [{'word': 'nice', 'sentiment': 'positive'}, {'word': 'poor', 'sentiment': 'negative'}, {'word': 'sad', 'sentiment': 'negative'}]}]","['china', 'card', 'woodstock', 'chime', 'story', 'got', 'chimes', 'today', 'tag', '”', 's', 'money', 't', 'care', 'chimes']"
Great prices,"[{'overall_score': 'positive', 'aspects': ['prices'], 'sentiments': [{'word': 'great', 'sentiment': 'positive'}]}]",A+,"[{'overall_score': 'neutral', 'aspects': ['a+'], 'sentiments': [{'word': 'a+', 'sentiment': 'positive'}]}]","['prices', 'a+']"
Not a direct replacement for stock Danner insoles,"[{'overall_score': 'neutral', 'aspects': ['replacement', 'stock', 'danner', 'insoles'], 'sentiments': []}]",these insoles are a bit thicker than the ones that came with my boots. They made my boot tight which is understandable but I didn't expect it. I also felt as though they are not as comfortable. I put them in my rubber concrete boots and they did improve the comfort of those.,"[{'overall_score': 'negative', 'aspects': ['insoles', 'bit', 'thicker', 'ones', 'boots', 'boot', 'tight', 'i', 'i', 'i', 'rubber', 'boots', 'comfort'], 'sentiments': [{'word': 'thicker', 'sentiment': 'negative'}, {'word': 'understandable', 'sentiment': 'positive'}, {'word': 'comfortable', 'sentiment': 'positive'}, {'word': 'improve', 'sentiment': 'positive'}, {'word': 'comfort', 'sentiment': 'positive'}]}]","['replacement', 'stock', 'danner', 'insoles', 'insoles', 'bit', 'thicker', 'ones', 'boots', 'boot', 'tight', 'i', 'i', 'i', 'rubber', 'boots', 'comfort']"
They are beautiful and we love them!,"[{'overall_score': 'positive', 'aspects': [], 'sentiments': [{'word': 'beautiful', 'sentiment': 'positive'}, {'word': 'love', 'sentiment': 'positive'}]}]",We love them!,"[{'overall_score': 'positive', 'aspects': [], 'sentiments': [{'word': 'love', 'sentiment': 'positive'}]}]",[]
great desk mount mic stand,"[{'overall_score': 'positive', 'aspects': ['desk', 'mount', 'stand'], 'sentiments': [{'word': 'great', 'sentiment': 'positive'}]}]","Super awesome mic stand- essential for daily video calls, podcasting, etc .... what a durable and awesome looking mic stand.  If you have a great mic and need a desk stand, this is exactly what you want!","[{'overall_score': 'positive', 'aspects': ['video', 'calls', 'podcasting', 'stand', 'mic', 'desk', 'stand'], 'sentiments': [{'word': 'super', 'sentiment': 'positive'}, {'word': 'awesome', 'sentiment': 'positive'}, {'word': 'durable', 'sentiment': 'positive'}, {'word': 'awesome', 'sentiment': 'positive'}, {'word': 'great', 'sentiment': 'positive'}]}]","['desk', 'mount', 'stand', 'video', 'calls', 'podcasting', 'stand', 'mic', 'desk', 'stand']"
Very good!,"[{'overall_score': 'positive', 'aspects': [], 'sentiments': [{'word': 'good', 'sentiment': 'positive'}]}]","Very good for my raspberry pi 0 w, the screen is awesome! clear view, just that's a little small, but the stand has great value!","[{'overall_score': 'positive', 'aspects': ['raspberry', 'w', 'screen', 'view', 'stand', 'value'], 'sentiments': [{'word': 'good', 'sentiment': 'positive'}, {'word': 'awesome', 'sentiment': 'positive'}, {'word': 'clear', 'sentiment': 'positive'}, {'word': 'great', 'sentiment': 'positive'}]}]","['raspberry', 'w', 'screen', 'view', 'stand', 'value']"
Worked wonders for my spraned ankle.,"[{'overall_score': 'positive', 'aspects': ['wonders', 'ankle'], 'sentiments': [{'word': 'worked', 'sentiment': 'positive'}, {'word': 'wonders', 'sentiment': 'positive'}]}]",I had broken a small bone on the top of my foot when the tendon snapped up. Also tore a ligament on the side of the ankle. Was in a boot for two months and the swelling and pain continued. This stopped the severe swelling in my ankle and foot I had been having for over two months. The healing process seemed to speed up after wearing this each day. Happy I bought this.,"[{'overall_score': 'positive', 'aspects': ['i', 'bone', 'top', 'foot', 'tendon', 'ligament', 'side', 'ankle', 'boot', 'months', 'swelling', 'pain', 'swelling', 'ankle', 'foot', 'i', 'months', 'process', 'day', 'i'], 'sentiments': [{'word': 'broken', 'sentiment': 'negative'}, {'word': 'top', 'sentiment': 'positive'}, {'word': 'swelling', 'sentiment': 'negative'}, {'word': 'pain', 'sentiment': 'negative'}, {'word': 'severe', 'sentiment': 'negative'}, {'word': 'swelling', 'sentiment': 'negative'}, {'word': 'happy', 'sentiment': 'positive'}]}]","['wonders', 'ankle', 'i', 'bone', 'top', 'foot', 'tendon', 'ligament', 'side', 'ankle', 'boot', 'months', 'swelling', 'pain', 'swelling', 'ankle', 'foot', 'i', 'months', 'process', 'day', 'i']"
It's all happening,"[{'overall_score': 'positive', 'aspects': [], 'sentiments': []}]","Got unit today, works perfectly. I initially used my Zone 2 out rca connectors, but not all sources routed out. Instead, I am using the headphone adapter into the 1/8th"" input. It would have been helpful if they had a 1/4"" headphone adapter but it's 2021 and I had one in my electronic archives. (we all have those boxes don't we?). Anyway, latency and quality was similar with HD or LL switch so not sure what the big deal is with that - sounds great. Good headroom, and can use volume on receiver to set level. Watched 30 min of Almost Famous and it never cut out. I got them so I could use the treadmill and watch movies without blasting the house away. perfect.","[{'overall_score': 'positive', 'aspects': ['unit', 'today', 'zone', 'rca', 'connectors', 'sources', 'headphone', 'adapter', 'input', 'headphone', 'adapter', 'archives', 'boxes', 'latency', 'quality', 'hd', 'switch', 'deal', 'headroom', 'volume', 'receiver', 'level', 'min', 'i', 'i', 'treadmill', 'watch', 'movies', 'house', 'perfect'], 'sentiments': [{'word': 'works', 'sentiment': 'positive'}, {'word': 'perfectly', 'sentiment': 'positive'}, {'word': 'helpful', 'sentiment': 'positive'}, {'word': 'latency', 'sentiment': 'negative'}, {'word': 'great', 'sentiment': 'positive'}, {'word': 'good', 'sentiment': 'positive'}, {'word': 'famous', 'sentiment': 'positive'}, {'word': 'perfect', 'sentiment': 'positive'}]}]","['unit', 'today', 'zone', 'rca', 'connectors', 'sources', 'headphone', 'adapter', 'input', 'headphone', 'adapter', 'archives', 'boxes', 'latency', 'quality', 'hd', 'switch', 'deal', 'headroom', 'volume', 'receiver', 'level', 'min', 'i', 'i', 'treadmill', 'watch', 'movies', 'house', 'perfect']"
Quality,"[{'overall_score': 'negative', 'aspects': ['quality'], 'sentiments': []}]","Fits great, comfortable and definitely a great value for the money! I ordered two more pair and will continue to order in the future.","[{'overall_score': 'positive', 'aspects': ['fits', 'value', 'money', 'pair', 'order', 'future'], 'sentiments': [{'word': 'great', 'sentiment': 'positive'}, {'word': 'comfortable', 'sentiment': 'positive'}, {'word': 'great', 'sentiment': 'positive'}]}]","['quality', 'fits', 'value', 'money', 'pair', 'order', 'future']"
Worth the money,"[{'overall_score': 'positive', 'aspects': ['money'], 'sentiments': [{'word': 'worth', 'sentiment': 'positive'}]}]","Fits well, overall a great accessory","[{'overall_score': 'positive', 'aspects': ['fits', 'accessory'], 'sentiments': [{'word': 'well', 'sentiment': 'positive'}, {'word': 'great', 'sentiment': 'positive'}]}]","['money', 'fits', 'accessory']"
Finally—organized batteries,"[{'overall_score': 'neutral', 'aspects': ['batteries'], 'sentiments': []}]","The ZesGood-battery box finally offered me a means of organizing our household batteries. The case easily stands on our shelf. Inside the case are multiple foam spots for inserting batteries of various sizes. Because we had so many AA batteries, we could even use the AAA spots to insert the AA’s.  The foam design is the key to making this battery organizer genius. I also like the zip pocket on the inside cover that allows me to store the battery tester (comes with bag) along with a plethora of flat, button types of batteries.","[{'overall_score': 'positive', 'aspects': ['zesgood-battery', 'box', 'means', 'household', 'batteries', 'case', 'shelf', 'case', 'spots', 'batteries', 'sizes', 'aa', 'batteries', 'spots', 'aa', '’', 's', 'foam', 'design', 'battery', 'organizer', 'genius', 'i', 'zip', 'pocket', 'inside', 'cover', 'battery', 'tester', 'bag', 'plethora', 'types', 'batteries'], 'sentiments': [{'word': 'genius', 'sentiment': 'positive'}, {'word': 'like', 'sentiment': 'positive'}]}]","['batteries', 'zesgood-battery', 'box', 'means', 'household', 'batteries', 'case', 'shelf', 'case', 'spots', 'batteries', 'sizes', 'aa', 'batteries', 'spots', 'aa', '’', 's', 'foam', 'design', 'battery', 'organizer', 'genius', 'i', 'zip', 'pocket', 'inside', 'cover', 'battery', 'tester', 'bag', 'plethora', 'types', 'batteries']"
